i386|main|e2fsprogs|tune2fs,e2image,mke2fs,e2label,filefrag,e2undo,dumpe2fs,lsattr,resize2fs,e2fsck,fsck.ext3,fsck.ext2,chattr,fsck.ext4,mklost+found,badblocks,debugfs,fsck.ext4dev,mkfs.ext4dev,logsave,e2freefrag,mkfs.ext4,mkfs.ext3,mkfs.ext2
i386|main|ss-dev|mk_cmds
i386|main|ed|ed,editor,red
i386|main|eject|volname,eject
i386|main|elinks-lite|www-browser,elinks
i386|main|elinks|www-browser,elinks
i386|main|libenchant1c2a|enchant-lsmod,enchant
i386|main|eog|eog
all|main|python-epydoc|epydoc,epydocgui
i386|main|esound-clients|esdmon,esdrec,esdctl,esdloop,esdplay,esdfilt,esdsample,esdcat,esddsp
i386|main|libesd0-dev|esd-config
i386|main|evolution|evolution,csv2vcard,evolution-addressbook-export
i386|main|exim4-base|exicyclog,exim_dumpdb,exiwhat,exim_convert4r4,exinext,exim_tidydb,exigrep,exim_dbmbuild,exim_fixdb,eximstats,exipick,exiqgrep,exim_checkaccess,exim_lock,syslog2eximlog,exiqsumm
all|main|exim4-config|update-exim4.conf.template,update-exim4.conf,update-exim4defaults
i386|main|exim4-daemon-heavy|runq,rmail,rsmtp,sendmail,exim4,exim,mailq,newaliases
i386|main|exim4-daemon-light|runq,rmail,rsmtp,sendmail,exim4,exim,mailq,newaliases
i386|main|exim4-dev|exim4-localscan-plugin-config
i386|main|eximon4|eximon
i386|main|expect-dev|expect_autopasswd,expect_autoexpect,expect_timed-read,expect_kibitz,expect_mkpasswd,expect_multixterm,expect_rftp,expect_passmass,expect_decryptdir,expect_xpstat,expect_ftp-rfc,expect_weather,expect_dislocate,expect_lpunlock,expect_unbuffer,expect_cryptdir,expect_tknewsbiff,expect_xkibitz,expect_timed-run,expect_tkpasswd,expect_rlogin-cwd
i386|main|expect|expect
i386|main|exuberant-ctags|ctags,etags,ctags-exuberant
i386|main|efibootmgr|efibootmgr
i386|main|elilo|eliloalt,elilo
i386|main|ethtool|ethtool
i386|main|enscript|diffpp,enscript,over,sliceprint,states,mkafmmap
i386|main|eperl|eperl
i386|main|evince|evince,evince-thumbnailer,evince-previewer
i386|main|evolution-exchange|exchange-connector-setup-2.28
i386|main|exiv2|exiv2
i386|main|ekiga|ekiga,ekiga-helper,ekiga-config-tool
all|main|eyed3|eyeD3
i386|main|espeak|espeak
i386|main|ecj-gcj|ecj-gcj
i386|main|ecj|ecj,javac
i386|main|emacs22-bin-common|grep-changelog.emacs22,emacsclient.emacs22,rcs-checkin,rcs-checkin.emacs22,ebrowse.emacs22,ebrowse,b2m,etags,emacsclient,etags.emacs22,ctags,ctags.emacs22,b2m.emacs22,grep-changelog
i386|main|emacs22-nox|emacs22-nox,emacs,editor,emacs22
i386|main|emacs22|emacs22-x,emacs,editor,emacs22
